team,playerId,name,등번호,생년월일,포지션,신장/체중,경력,입단 계약금,연봉,지명순위,입단년도
SSG,71837,김강민,No.,1982년 09월 13일,외야수(우투우타),182cm/87kg,본리초-대구중-경북고-SK-SSG-한화,11000만원,11000만원,01 SK 2차 2라운드 18순위,01SK
SSG,51867,김건우,No. 39,2002년 07월 12일,투수(좌투좌타),185cm/88kg,가현초(인천서구리틀)-동산중-제물포고-SK-SSG-상무,20000만원,3000만원,21 SK 1차,21SK
SSG,77829,김광현,No. 29,1988년 07월 22일,투수(좌투좌타),188cm/88kg,덕성초(안산리틀)-안산중앙중-안산공고-SK-세인트루이스,50000만원,300000만원,07 SK 1차,07SK
SSG,54810,김규민,No. 61,2002년 08월 23일,포수(우투좌타),180cm/94kg,동수원초(수원영통구리틀)-매향중-공주고-여주대,3000만원,3000만원,24 SSG 10라운드 100순위,25SSG
SSG,68043,김민,No. 41,1999년 04월 14일,투수(우투우타),185cm/88kg,인천숭의초-평촌중-유신고-KT-상무-KT,30000만원,11000만원,18 KT 1차,18KT
SSG,62864,김민식,No. 24,1989년 06월 28일,포수(우투좌타),180cm/80kg,양덕초-마산중-마산고-원광대-SK-상무-SK-KIA,14000만원,25000만원,12 SK 2라운드 11순위,12SK
SSG,50848,김성민,No. 56,2001년 04월 30일,투수(우투우타),184cm/88kg,서울학동초-자양중-경기고-SK,10000만원,3000만원,20 SK 2차 2라운드 20순위,20SK
SSG,62934,김성욱,No. 47,1993년 05월 01일,외야수(우투우타),181cm/83kg,광주서림초-충장중-진흥고-NC-상무-NC,7000만원,10000만원,12 NC 3라운드 32순위,12NC
SSG,76802,김성현,No. 6,1987년 03월 09일,내야수(우투우타),172cm/72kg,송정동초-충장중-광주제일고-SK-상무-SK,7000만원,15000만원,06 SK 2차 3라운드 20순위,06SK
SSG,67900,김수윤,No. 4,1998년 07월 16일,내야수(우투우타),180cm/83kg,김해삼성초-개성중-부산고-NC,4000만원,3200만원,17 NC 2차 7라운드 68순위,17NC
SSG,66917,김찬형,No. 5,1997년 12월 29일,내야수(우투우타),182cm/83kg,양정초-경남중-경남고-NC-SSG-상무,5000만원,3200만원,16 NC 2차 6라운드 53순위,16NC
SSG,69825,김창평,No. 64,2000년 06월 14일,외야수(우투좌타),185cm/85kg,학강초-무등중-광주제일고-SK,15000만원,3100만원,19 SK 2차 1라운드 6순위,19SK
SSG,52803,김태윤,No. 36,2003년 02월 28일,내야수(우투좌타),170cm/65kg,창우초(하남시리틀)-배명중-배명고,4000만원,3100만원,22 SSG 2차 7라운드 62순위,25SSG
SSG,65343,김택형,No. 43,1996년 10월 10일,투수(좌투좌타),185cm/90kg,창영초-재능중-동산고-히어로즈-SK-SSG-상무,10000만원,20500만원,15 넥센 2차 2라운드 18순위,15넥센
SSG,73211,노경은,No. 38,1984년 03월 11일,투수(우투우타),187cm/100kg,화곡초-성남중-성남고-두산-롯데,35000만원,40000만원,03 두산 1차,03두산
SSG,50868,류효승,No. 45,1996년 07월 16일,외야수(우투우타),190cm/100kg,칠성초-경상중-대구상원고-성균관대-SK,5000만원,3100만원,20 SK 2차 6라운드 60순위,20SK
SSG,55844,맥브룸,No.,1992년 04월 09일,외야수(좌투우타),190cm/99kg,미국 West Virginia(대)-SSG,,75000달러,25 SSG 부상 대체 외국인선수,25SSG
SSG,62869,문승원,No. 42,1989년 11월 28일,투수(우투우타),180cm/88kg,가동초-배명중-배명고-고려대-SK-상무-SK,18000만원,80000만원,12 SK 1라운드 8순위,12SK
SSG,54802,박기호,No. 66,2005년 07월 26일,투수(우투우타),184cm/80kg,샛별초(청주시리틀)-현도중-청주고,9000만원,3000만원,24 SSG 3라운드 30순위,24SSG
SSG,64944,박대온,No.,1995년 08월 28일,포수(우투우타),182cm/85kg,서울도곡초-서울이수중-휘문고-NC-SSG,10000만원,,14 NC 2차 2라운드 25순위,14NC
SSG,54807,박성빈,No. 00,2003년 12월 29일,투수(우투우타),187cm/92kg,서울도곡초(강남구리틀)-대치중-휘문고-사이버한국외대(얼리 드래프트),5000만원,3100만원,24 SSG 7라운드 70순위,24SSG
SSG,67893,박성한,No. 2,1998년 03월 30일,내야수(우투좌타),180cm/77kg,순천북초-여수중-효천고-SK-상무-SK,9000만원,37000만원,17 SK 2차 2라운드 16순위,17SK
SSG,50812,박시후,No. 57,2001년 05월 10일,투수(좌투좌타),182cm/88kg,상인천초-상인천중-인천고-SK,2000만원,3100만원,20 SK 2차 10라운드 100순위,22SSG
SSG,51860,박정빈,No. 58,2002년 06월 14일,외야수(우투우타),182cm/80kg,효제초-청량중-경기고,5000만원,3000만원,21 SK 2차 5라운드 48순위,25SSG
SSG,60841,박종훈,No. 50,1991년 08월 13일,투수(우언우타),186cm/90kg,군산중앙초-군산중-군산상고-SK-상무-SK,10000만원,110000만원,10 SK 2라운드 9순위,10SK
SSG,54805,박지환,No. 1,2005년 07월 12일,내야수(우투우타),183cm/75kg,군산남초-군산중-세광고,20000만원,6200만원,24 SSG 1라운드 10순위,24SSG
SSG,69839,백승건,No. 11,2000년 10월 29일,투수(좌투좌타),183cm/85kg,동막초-상인천중-인천고-SK-상무,10000만원,3200만원,19 SK 1차,19SK
SSG,61895,서진용,No. 22,1992년 10월 02일,투수(우투우타),184cm/88kg,남부민초-대동중-경남고-상무-SK,,38000만원,11 SK 1라운드 7순위,13상무
SSG,52804,석정우,No. 52,1999년 01월 20일,내야수(우투우타),180cm/82kg,동일중앙초-경남중-경남고-연세대,,3100만원,22 SSG 육성선수,22SSG
SSG,53898,송영진,No. 28,2004년 05월 28일,투수(우투양타),185cm/90kg,대전유천초-한밭중-대전고,15000만원,5500만원,23 SSG 2라운드 15순위,23SSG
SSG,66662,신범수,No. 25,1998년 01월 25일,포수(우투좌타),177cm/83kg,광주대성초-광주동성중-광주동성고-KIA,4000만원,3200만원,16 KIA 2차 8라운드 78순위,16KIA
SSG,55860,신지환,No. 60,2006년 04월 17일,투수(좌투좌타),180cm/81kg,강남초-성남중-성남고,12000만원,3000만원,25 SSG 2라운드 18순위,25SSG
SSG,66864,안상현,No. 10,1997년 01월 27일,내야수(우투우타),178cm/74kg,사파초-선린중-용마고-SK-상무,8000만원,3200만원,16 SK 2차 3라운드 26순위,16SK
SSG,54833,앤더슨,No. 33,1994년 03월 22일,투수(우투우타),194cm/83kg,미국 Galena(고),,1150000달러,24 SSG 자유선발,24SSG
SSG,53827,에레디아,No. 27,1991년 01월 31일,외야수(좌투우타),178cm/88kg,쿠바 Eide Luis Agusto Tursios Lima,,1600000달러,23 SSG 자유선발,23SSG
SSG,60558,오태곤,No. 37,1991년 11월 18일,외야수(우투우타),186cm/88kg,쌍문초-신월중-청원고-롯데-경찰-롯데-KT-SK,9000만원,15000만원,10 롯데 3라운드 22순위,10롯데
SSG,64861,이건욱,No. 16,1995년 02월 13일,투수(우투우타),182cm/85kg,신도초-동산중-동산고-SK,20000만원,3200만원,14 SK 1차,14SK
SSG,53892,이로운,No. 92,2004년 09월 11일,투수(우투우타),185cm/105kg,본리초-경복중-대구고,25000만원,7400만원,23 SSG 1라운드 5순위,23SSG
SSG,54806,이승민,No. 9,2005년 01월 06일,외야수(좌투좌타),187cm/90kg,서울도곡초-휘문중-휘문고,13000만원,3000만원,24 SSG 2라운드 20순위,24SSG
SSG,55832,이율예,No. 32,2006년 11월 21일,포수(우투우타),183cm/90kg,중리초(함안리틀)-원동중-강릉고,22000만원,3000만원,25 SSG 1라운드 8순위,25SSG
SSG,67807,이정범,No. 31,1998년 04월 10일,외야수(좌투좌타),178cm/88kg,인천숭의초-동인천중-인천고,6000만원,3200만원,17 SK 2차 5라운드 46순위,21SSG
SSG,79456,이지영,No. 59,1986년 02월 27일,포수(우투우타),177cm/88kg,서화초-인천신흥중-제물포고-경성대-삼성-상무-삼성-키움,,15000만원,08 삼성 육성선수,09삼성
SSG,52807,임근우,No. 68,1999년 07월 22일,외야수(우투우타),180cm/88kg,서울도곡초-휘문중-휘문고-홍익대,,3000만원,22 SSG 육성선수,25SSG
SSG,51895,장지훈,No. 21,1998년 12월 06일,투수(우투우타),177cm/78kg,김해삼성초-내동중-김해고-동의대-SK-SSG-상무,6000만원,13000만원,21 SK 2차 4라운드 38순위,21SK
SSG,52809,전영준,No. 65,2002년 04월 16일,투수(우투우타),190cm/100kg,부곡초-휘문중-대구고-SSG-상무,3000만원,3200만원,22 SSG 2차 9라운드 82순위,22SSG
SSG,66858,정동윤,No. 51,1997년 10월 22일,투수(우투좌타),193cm/103kg,덕성초(안산리틀)-중앙중-야탑고-SK-상무-SK,20000만원,3000만원,16 SK 1차,16SK
SSG,54812,정준재,No. 3,2003년 01월 03일,내야수(우투좌타),165cm/68kg,상인천초-동인천중-강릉고-동국대(얼리 드래프트),6000만원,7500만원,24 SSG 5라운드 50순위,24SSG
SSG,51897,조병현,No. 19,2002년 05월 08일,투수(우투우타),182cm/90kg,온양온천초-온양중-세광고-SK-SSG-상무,7000만원,13500만원,21 SK 2차 3라운드 28순위,21SK
SSG,51865,조형우,No. 20,2002년 04월 04일,포수(우투우타),187cm/95kg,송정동초-무등중-광주제일고-SK,13000만원,4000만원,21 SK 2차 1라운드 8순위,21SK
SSG,69804,채현우,No. 15,1995년 11월 21일,외야수(우투우타),182cm/80kg,칠성초-경복중-대구상원고-송원대-SK,3000만원,3000만원,19 SK 2차 8라운드 76순위,19SK
SSG,55890,천범석,No. 90,2006년 03월 06일,투수(우투우타),183cm/86kg,과천문원초(안양시리틀)-수원북중-강릉고,8000만원,3000만원,25 SSG 4라운드 38순위,25SSG
SSG,68856,최민준,No. 30,1999년 06월 11일,투수(우투우타),178cm/83kg,부산수영초-경남중-경남고-SK-상무-SK,10000만원,10000만원,18 SK 2차 2라운드 15순위,18SK
SSG,65157,최민창,No.,1996년 04월 16일,외야수(좌투좌타),179cm/76kg,강남초-선린중-신일고-LG-SSG,10000만원,3000만원,15 LG 2차 2라운드 17순위,15LG
SSG,68805,최상민,No.,1999년 08월 20일,외야수(좌투좌타),178cm/75kg,석교초-청주중-북일고-SSG,,3200만원,18 SK 육성선수,22SSG
SSG,55894,최윤석,No. 94,2006년 04월 25일,내야수(우투우타),187cm/93kg,진북초(전주시비전리틀)-전라중-전주고,6000만원,3000만원,25 SSG 6라운드 58순위,25SSG
SSG,75847,최정,No. 14,1987년 02월 28일,내야수(우투우타),180cm/90kg,대일초-평촌중-유신고-SK,30000만원,170000만원,05 SK 1차,05SK
SSG,68868,최준우,No. 7,1999년 03월 25일,내야수(우투좌타),176cm/78kg,방배초-대치중-장충고-SK-상무,7000만원,3200만원,18 SK 2차 4라운드 35순위,18SK
SSG,50854,최지훈,No. 54,1997년 07월 23일,외야수(우투좌타),178cm/82kg,광주수창초-무등중-광주제일고-동국대-SK,8000만원,30000만원,20 SK 2차 3라운드 30순위,20SK
SSG,54803,최현석,No. 40,2003년 10월 16일,투수(우투우타),185cm/90kg,서흥초-동산중-동산고-부산과학기술대,7000만원,3000만원,24 SSG 4라운드 40순위,24SSG
SSG,69813,하재훈,No. 13,1990년 10월 29일,외야수(우투우타),182cm/90kg,양덕초-마산동중-용마고-SK,,9000만원,19 SK 2차 2라운드 16순위,09시카고컵스
SSG,68092,한두솔,No. 34,1997년 01월 15일,투수(좌투좌타),177cm/86kg,광주수창초-진흥중-광주제일고-일본 오사카 리세이샤 전문대학-KT,,8000만원,18 KT 육성선수,18KT
SSG,62895,한유섬,No. 35,1989년 08월 09일,외야수(우투좌타),190cm/105kg,중앙초(해운대리틀)-대천중-경남고-경성대-SK-상무-SK,3000만원,90000만원,12 SK 9라운드 85순위,12SK
SSG,50840,현원회,No. 8,2001년 07월 08일,내야수(우투우타),180cm/95kg,가동초-경상중-대구고-SK,7000만원,3000만원,20 SK 2차 4라운드 40순위,20SK
SSG,55897,홍대인,No. 97,2001년 11월 23일,내야수(우투좌타),174cm/76kg,서원초-세광중-세광고-사이버한국외대(얼리 드래프트),3000만원,3000만원,25 SSG 9라운드 88순위,25SSG
SSG,55855,화이트,No. 55,1994년 12월 28일,투수(우투우타),190cm/95kg,미국 Santa Clara(대),,1000000달러,25 SSG 자유선발,25SSG
삼성,55460,가라비토,No. 60,1995년 08월 19일,투수(우투우타),183cm/100kg,도미니카 Liceo Enedina Puella Renville (고),200000달러,356666달러,25 삼성 자유선발,25삼성
삼성,74540,강민호,No. 47,1985년 08월 18일,포수(우투우타),185cm/100kg,제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,40000만원,04 롯데 2차 3라운드 17순위,04롯데
삼성,64610,강한울,No. 6,1991년 09월 12일,내야수(우투좌타),181cm/66kg,사당초-중앙중-안산공고-원광대-KIA-삼성-상무,14000만원,7000만원,14 KIA 2차 1라운드 5순위,14KIA
삼성,68407,공민규,No. 9,1999년 09월 27일,내야수(우투좌타),183cm/85kg,서화초-동산중-인천고-삼성-상무,4000만원,4300만원,18 삼성 2차 8라운드 72순위,19삼성
삼성,62404,구자욱,No. 5,1993년 02월 12일,외야수(우투좌타),189cm/75kg,본리초-경복중-대구고-삼성-상무,13000만원,200000만원,12 삼성 2라운드 12순위,12삼성
삼성,55441,권현우,No. 41,2006년 03월 28일,투수(우투우타),190cm/93kg,광주서림초-충장중-광주제일고,8000만원,3000만원,25 삼성 5라운드 43순위,25삼성
삼성,61365,김대우,No. 17,1988년 11월 21일,투수(우언우타),183cm/85kg,역삼초-대치중-서울고-홍익대-히어로즈-상무-히어로즈,2000만원,10000만원,11 넥센 9라운드 67순위,11넥센
삼성,54401,김대호,No. 44,2001년 10월 15일,투수(우투우타),185cm/100kg,제주신광초-이평중-군산상고-고려대,,3300만원,24 삼성 육성선수,24삼성
삼성,69442,김도환,No. 24,2000년 04월 14일,포수(우투우타),178cm/90kg,언북초(의정부리틀)-영동중-신일고-삼성-상무,11000만원,4700만원,19 삼성 2차 2라운드 12순위,19삼성
삼성,68403,김무신,No. 48,1999년 12월 08일,투수(우투우타),185cm/95kg,온양온천초-온양중-북일고-(대구대)-삼성-상무,5000만원,7000만원,18 삼성 2차 6라운드 52순위,19삼성
삼성,64793,김민수,No. 12,1991년 03월 02일,포수(우투우타),177cm/80kg,대구옥산초-경복중-대구상원고-영남대-한화-상무,11000만원,4600만원,14 한화 2차 2라운드 24순위,14한화
삼성,67449,김성윤,No. 39,1999년 02월 02일,외야수(좌투좌타),163cm/62kg,창신초(부산진구리틀)-원동중-포항제철고,7000만원,7000만원,17 삼성 2차 4라운드 39순위,17삼성
삼성,52430,김영웅,No. 30,2003년 08월 24일,내야수(우투좌타),183cm/81kg,공주중동초-야로중-물금고,17000만원,15000만원,22 삼성 2차 1라운드 3순위,22삼성
삼성,65132,김재성,No. 2,1996년 10월 30일,포수(우투좌타),185cm/85kg,신광초-성남중-덕수고-LG-경찰-LG,20000만원,5500만원,15 LG 1차,15LG
삼성,65062,김재윤,No. 62,1990년 09월 16일,투수(우투우타),185cm/91kg,서울도곡초-휘문중-휘문고-KT,,80000만원,15 KT 2차 특별 13순위,09애리조나
삼성,52424,김재혁,No. 8,1999년 12월 26일,외야수(우투우타),182cm/85kg,제주남초-제주제일중-제주고-동아대-삼성-상무,11000만원,3500만원,22 삼성 2차 2라운드 13순위,22삼성
삼성,50458,김지찬,No. 58,2001년 03월 08일,외야수(우투좌타),163cm/64kg,백사초(이천시리틀)-모가중-라온고,11000만원,28000만원,20 삼성 2차 2라운드 15순위,20삼성
삼성,69207,김태근,No. 64,1996년 08월 10일,외야수(우투우타),175cm/74kg,광진초(광진구리틀)-건대부중-배명고-건국대-두산-상무,6000만원,4500만원,19 두산 2차 5라운드 49순위,19두산
삼성,62360,김태훈,No. 27,1992년 03월 02일,투수(우투우타),187cm/101kg,남부민초-대신중-부경고-히어로즈-경찰-히어로즈-키움,2000만원,24000만원,12 넥센 9라운드 79순위,12넥센
삼성,65040,김태훈,No. 25,1996년 03월 31일,외야수(우투좌타),177cm/78kg,진흥초(안산리틀)-평촌중-유신고-KT,6000만원,4500만원,15 KT 2차 5라운드 53순위,15KT
삼성,61404,김헌곤,No. 32,1988년 11월 09일,외야수(우투우타),174cm/81kg,회원초-경복중-제주관광고-영남대-삼성-상무,7000만원,10000만원,11 삼성 5라운드 36순위,11삼성
삼성,54400,디아즈,No. 0,1996년 11월 19일,내야수(좌투좌타),188cm/105kg,도미니카 Daniel Smith(고),,500000달러,24 삼성 자유선발,24삼성
삼성,54443,레예스,No.,1996년 11월 02일,투수(우투우타),198cm/113kg,도미니카 Melida Altagracia Baez(고)-삼성,100000달러,700000달러,24 삼성 자유선발,24삼성
삼성,62234,류지혁,No. 16,1994년 01월 13일,내야수(우투좌타),181cm/75kg,청원초-선린중-충암고-두산-상무-두산-KIA,7000만원,60000만원,12 두산 4라운드 36순위,12두산
삼성,75125,박병호,No. 52,1986년 07월 10일,내야수(우투우타),185cm/107kg,영일초(광명리틀)-영남중-성남고-상무-LG-히어로즈-미네소타-넥센-키움-KT,33000만원,38000만원,05 LG 1차,05LG
삼성,69418,박승규,No. 66,2000년 09월 02일,외야수(우투우타),178cm/80kg,일산초-덕수중-경기고-삼성-상무,3000만원,5200만원,19 삼성 2차 9라운드 82순위,19삼성
삼성,53411,박진우,No. 67,2003년 10월 14일,포수(우투우타),176cm/87kg,글꽃초(대전중구리틀)-현도중-청주고,3000만원,3100만원,23 삼성 11라운드 108순위,25삼성
삼성,55455,배찬승,No. 55,2006년 01월 01일,투수(좌투좌타),180cm/85kg,대구옥산초-협성경복중-대구고,40000만원,3000만원,25 삼성 1라운드 3순위,25삼성
삼성,77446,백정현,No. 29,1987년 07월 13일,투수(좌투좌타),184cm/80kg,대구옥산초-대구중-대구상원고,15000만원,40000만원,07 삼성 2차 1라운드 8순위,07삼성
삼성,73801,송은범,No. 46,1984년 03월 17일,투수(우투우타),182cm/93kg,서흥초-동산중-동산고-SK-KIA-한화-LG,40000만원,6000만원,03 SK 1차,03SK
삼성,55438,심재훈,No. 38,2006년 03월 03일,내야수(우투우타),180cm/80kg,삼일초-평촌중-유신고,16000만원,3000만원,25 삼성 2라운드 13순위,25삼성
삼성,66406,안주형,No. 14,1993년 08월 14일,내야수(우투좌타),176cm/68kg,부산중앙초-부산중-부경고-영남대,,7000만원,16 삼성 육성선수,17삼성
삼성,54408,양도근,No. 68,2003년 02월 06일,내야수(우투우타),173cm/72kg,인천동막초-상인천중-장안고-강릉영동대,,3500만원,24 삼성 육성선수,24삼성
삼성,69403,양우현,No. 53,2000년 04월 13일,내야수(우투좌타),175cm/82kg,남정초-충암중-충암고,8000만원,4000만원,19 삼성 2차 3라운드 22순위,19삼성
삼성,68415,양창섭,No. 42,1999년 09월 22일,투수(우투우타),182cm/85kg,녹천초(노원구리틀)-청량중-덕수고,26000만원,4800만원,18 삼성 2차 1라운드 2순위,18삼성
삼성,61268,양현,No. 19,1992년 08월 23일,투수(우언우타),189cm/104kg,영랑초-한밭중-대전고-두산-상무-히어로즈-키움,3000만원,7000만원,11 두산 10라운드 73순위,11두산
삼성,75421,오승환,No. 21,1982년 07월 15일,투수(우투우타),178cm/93kg,도신초-우신중-경기고-단국대-삼성-한신-세인트루이스-토론토-콜로라도,18000만원,80000만원,05 삼성 2차 1라운드 5순위,05삼성
삼성,69446,원태인,No. 18,2000년 04월 06일,투수(우투우타),183cm/92kg,율하초(중구리틀)-경복중-경북고,35000만원,63000만원,19 삼성 1차,19삼성
삼성,54404,육선엽,No. 4,2005년 07월 13일,투수(우투우타),190cm/90kg,백마초-서울신월중-장충고,25000만원,3500만원,24 삼성 1라운드 4순위,24삼성
삼성,68463,윤정빈,No. 31,1999년 06월 24일,외야수(우투좌타),182cm/93kg,신도초-부천중-부천고-삼성-상무,7000만원,7400만원,18 삼성 2차 5라운드 42순위,18삼성
삼성,69428,이병헌,No. 23,1999년 10월 26일,포수(우투우타),180cm/87kg,인천숭의초-인천신흥중-제물포고,8000만원,6500만원,19 삼성 2차 4라운드 32순위,19삼성
삼성,63960,이상민,No. 15,1990년 11월 04일,투수(좌투좌타),180cm/85kg,남도초(수성리틀)-대구중-경북고-동의대-NC-히어로즈-경찰-히어로즈-키움,4000만원,8500만원,13 NC 7라운드 66순위,13NC
삼성,66409,이성규,No. 13,1993년 08월 03일,외야수(우투우타),178cm/82kg,광주대성초-광주동성중-광주동성고-인하대-삼성-경찰,8000만원,13000만원,16 삼성 2차 4라운드 31순위,16삼성
삼성,50464,이승민,No. 28,2000년 08월 26일,투수(좌투좌타),174cm/79kg,본리초-경상중-대구고-삼성-상무,7000만원,5000만원,20 삼성 2차 4라운드 35순위,20삼성
삼성,51454,이승현,No. 57,2002년 05월 19일,투수(좌투좌타),183cm/102kg,남도초-경복중-대구상원고,35000만원,12000만원,21 삼성 1차,21삼성
삼성,60146,이승현,No. 20,1991년 11월 20일,투수(우투우타),181cm/92kg,화순초-진흥중-화순고-LG,10000만원,24000만원,10 LG 2라운드 16순위,10LG
삼성,63492,이재익,No. 26,1994년 03월 18일,투수(좌투좌타),180cm/76kg,삼일초-중앙중-유신고,4000만원,6200만원,13 삼성 8라운드 68순위,20삼성
삼성,52415,이재현,No. 7,2003년 02월 04일,내야수(우투우타),180cm/82kg,서울이수초-선린중-서울고,22000만원,21000만원,22 삼성 1차,22삼성
삼성,51460,이재희,No. 59,2001년 10월 11일,투수(우투좌타),187cm/100kg,대전신흥초-한밭중-대전고-삼성-상무,15000만원,3600만원,21 삼성 2차 1라운드 3순위,21삼성
삼성,51407,이창용,No. 50,1999년 06월 03일,내야수(우투우타),184cm/89kg,을지초(노원구리틀)-청량중-신흥고-강릉영동대,4000만원,3300만원,21 삼성 2차 8라운드 73순위,24삼성
삼성,69416,이해승,No. 56,2000년 08월 01일,내야수(우투우타),180cm/86kg,인천서림초-신흥중-인천고-삼성-상무,4000만원,4200만원,19 삼성 2차 8라운드 72순위,22삼성
삼성,53455,이호성,No. 1,2004년 08월 14일,투수(우투우타),184cm/87kg,도원초(부천소사리틀)-동인천중-인천고,20000만원,4000만원,23 삼성 1라운드 8순위,23삼성
삼성,78352,임창민,No. 45,1985년 08월 25일,투수(우투우타),183cm/94kg,광주대성초-광주동성중-광주동성고-연세대-히어로즈-경찰-히어로즈-NC-두산,7000만원,20000만원,08 현대 2차 2라운드 11순위,08우리
삼성,65586,전병우,No. 34,1992년 10월 24일,내야수(우투우타),182cm/93kg,동삼초-경남중-개성고-동아대-롯데-키움,9000만원,7500만원,15 롯데 2차 3라운드 28순위,18롯데
삼성,54467,정민성,No. 49,2005년 05월 09일,투수(우투우타),184cm/98kg,군산중앙초-군산중-군산상일고,8000만원,3000만원,24 삼성 4라운드 34순위,24삼성
삼성,55435,차승준,No. 35,2006년 11월 20일,내야수(우투좌타),181cm/88kg,무학초-창원신월중-용마고,12000만원,3000만원,25 삼성 3라운드 23순위,25삼성
삼성,62146,최성훈,No. 54,1989년 10월 11일,투수(좌투좌타),178cm/75kg,가동초-잠신중-경기고-경희대-LG,11000만원,7800만원,12 LG 2라운드 16순위,12LG
삼성,65320,최원태,No. 3,1997년 01월 07일,투수(우투우타),184cm/104kg,인헌초(용산구리틀)-서울경원중-서울고-히어로즈-키움-LG,35000만원,20000만원,15 넥센 1차,15넥센
삼성,67421,최지광,No. 11,1998년 03월 13일,투수(우투우타),173cm/85kg,감천초-대신중-부산고-삼성-상무,13000만원,17000만원,17 삼성 2차 1라운드 9순위,17삼성
삼성,66451,최충연,No. 51,1997년 03월 05일,투수(우투우타),190cm/85kg,대구수창초-대구중-경북고,28000만원,4500만원,16 삼성 1차,16삼성
삼성,68501,최하늘,No. 37,1999년 03월 26일,투수(우언우타),190cm/99kg,서울학동초-자양중-경기고-롯데-상무,5000만원,6000만원,18 롯데 2차 7라운드 63순위,19롯데
삼성,55440,함수호,No. 40,2006년 03월 10일,외야수(좌투좌타),181cm/88kg,구미인동초(구미시리틀)-협성경복중-대구상원고,9000만원,3000만원,25 삼성 4라운드 33순위,25삼성
삼성,50430,홍원표,No. 65,2001년 03월 27일,투수(우투우타),183cm/86kg,신도초-부천중-부천고,8000만원,3550만원,20 삼성 2차 3라운드 25순위,20삼성
삼성,67005,홍현빈,No. 63,1997년 08월 29일,외야수(우투좌타),174cm/70kg,수원신곡초-매송중-유신고-KT-상무,9000만원,4500만원,17 KT 2차 3라운드 21순위,17KT
삼성,50441,황동재,No. 61,2001년 11월 03일,투수(우투우타),191cm/97kg,율하초-경운중-경북고,23000만원,6200만원,20 삼성 1차,20삼성
삼성,53375,후라도,No. 75,1996년 01월 30일,투수(우투우타),188cm/109kg,파나마 San Judas Tadeo(고)-키움,,700000달러,23 키움 자유선발,23키움
